states,year,week,label,m1_flag,m2,m2_flag,m3_flag,m4_flag,location2,sort_order,location1,geocode,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,m4,m1,m3
SOUTH ATLANTIC,2022,1,"Arboviral diseases, La Crosse  virus disease",-,2,-,-,-,SOUTH ATLANTIC,20220100308,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100309,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100310,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100311,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100312,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100313,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,2,-,-,-,,20220100314,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100315,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100316,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100317,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,"Arboviral diseases, La Crosse  virus disease",-,2,-,-,-,EAST SOUTH CENTRAL,20220100318,,,,,,,
ALABAMA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100319,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100320,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100321,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,"Arboviral diseases, La Crosse  virus disease",-,2,-,-,-,,20220100322,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,WEST SOUTH CENTRAL,20220100323,,,,,,,
ARKANSAS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100324,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100325,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100326,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100327,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,MOUNTAIN,20220100328,,,,,,,
ARIZONA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100329,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100330,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100331,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100332,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100333,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100334,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100335,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100336,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,PACIFIC,20220100337,,,,,,,
ALASKA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100338,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100339,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100340,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100341,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100342,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,US TERRITORIES,20220100343,,,,,,,
AMERICAN SAMOA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100344,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100345,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100346,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100347,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100348,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,NON-US RESIDENTS,20220100349,,,,,,,
TOTAL,2022,1,"Arboviral diseases, La Crosse  virus disease",-,5,-,-,-,TOTAL,20220100350,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,US RESIDENTS,20220100351,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,NEW ENGLAND,20220100352,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100353,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,,20220100354,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100355,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100356,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100357,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100358,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,MIDDLE ATLANTIC,20220100359,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100360,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100361,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100362,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100363,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,EAST NORTH CENTRAL,20220100364,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100365,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100366,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100367,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100368,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,,20220100369,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,WEST NORTH CENTRAL,20220100370,,,,,,,
IOWA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100371,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100372,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,"Arboviral diseases, Powassan virus disease",-,1,-,-,-,,20220100373,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100374,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100375,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100376,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100377,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,SOUTH ATLANTIC,20220100378,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100379,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100380,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100381,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100382,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100383,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100384,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100385,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100386,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100387,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,EAST SOUTH CENTRAL,20220100388,,,,,,,
ALABAMA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100389,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100390,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100391,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100392,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,WEST SOUTH CENTRAL,20220100393,,,,,,,
ARKANSAS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100394,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100395,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100396,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100397,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,MOUNTAIN,20220100398,,,,,,,
ARIZONA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100399,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100400,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100401,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100402,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100403,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100404,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100405,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100406,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,PACIFIC,20220100407,,,,,,,
ALASKA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100408,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100409,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100410,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100411,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100412,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,US TERRITORIES,20220100413,,,,,,,
AMERICAN SAMOA,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100414,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100415,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100416,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100417,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,,20220100418,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,"Arboviral diseases, Powassan virus disease",-,0,-,-,-,NON-US RESIDENTS,20220100419,,,,,,,
TOTAL,2022,1,"Arboviral diseases, Powassan virus disease",-,2,-,-,-,TOTAL,20220100420,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,3,-,-,-,US RESIDENTS,20220100421,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,NEW ENGLAND,20220100422,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100423,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100424,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100425,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100426,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100427,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100428,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,MIDDLE ATLANTIC,20220100429,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100430,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100431,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100432,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100433,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,EAST NORTH CENTRAL,20220100434,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100435,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100436,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100437,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100438,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100439,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,WEST NORTH CENTRAL,20220100440,,,,,,,
IOWA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100441,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100442,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100443,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100444,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100445,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100446,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100447,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,SOUTH ATLANTIC,20220100448,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100449,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100450,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100451,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100452,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100453,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100454,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100455,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100456,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",-,0,-,-,-,,20220100457,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
